"","date","year","month","day","station","transect","lat","lon","bathy.bottom.depth","bottom.depth.consensus"
"1",2021-07-02,2021,7,2,"x1_150","1",34.44383333,-120.62,130.573699951172,130.573699951172
"2",2021-07-02,2021,7,2,"x1_300","1",34.44583333,-120.671,254.152694702148,254.152694702148
"3",2021-07-02,2021,7,2,"x1_500","1",34.44516667,-120.7378333,465.272705078125,465.272705078125
"4",2021-07-02,2021,7,2,"x1_500.1","1",34.44783333,-120.8265,597.300476074219,597.300476074219
"5",2021-07-03,2021,7,3,"x3_150","3",34.778,-120.8528333,179.980407714844,179.980407714844
"6",2021-07-03,2021,7,3,"x3_300","3",34.77983333,-120.935,306.107849121094,306.107849121094
"7",2021-07-03,2021,7,3,"x3_50","3",34.77833333,-120.695,58.1826477050781,58.1826477050781
"8",2021-07-03,2021,7,3,"x3_500","3",34.78033333,-121.0675,505.390960693359,505.390960693359
"9",2021-07-04,2021,7,4,"x5_150","5",35.11116667,-120.8855,150.891220092773,150.891220092773
"10",2021-07-04,2021,7,4,"x5_300","5",35.11233333,-120.9655,311.655242919922,311.655242919922
"11",2021-07-04,2021,7,4,"x5_500","5",35.11166667,-121.0733333,503.682006835938,503.682006835938
"12",2021-07-04,2021,7,4,"x5_500.1","5",35.11216667,-121.175,575.591979980469,575.591979980469
"13",2021-07-04,2021,7,4,"x5_500.2","5",35.11383333,-121.2741667,619.278625488281,619.278625488281
"14",2021-07-04,2021,7,4,"x5_500.3","5",35.1085,-121.382,535.713317871094,535.713317871094
"15",2021-07-05,2021,7,5,"x7_150","7",35.44466667,-121.0838333,132.365676879883,132.365676879883
"16",2021-07-05,2021,7,5,"x7_300","7",35.44533333,-121.1593333,284.735687255859,284.735687255859
"17",2021-07-05,2021,7,5,"x7_50","7",35.443,-121.016,74.2859420776367,74.2859420776367
"18",2021-07-05,2021,7,5,"x7_500","7",35.44566667,-121.3113333,520.7724609375,520.7724609375
"19",2021-07-05,2021,7,5,"x7_500.1","7",35.4465,-121.4136667,727.191589355469,727.191589355469
"20",2021-07-06,2021,7,6,"x9_150","9",35.77666667,-121.4675,239.806533813477,239.806533813477
"21",2021-07-06,2021,7,6,"x9_1500","9",35.77866667,-122.2146667,1550.857421875,1550.857421875
"22",2021-07-06,2021,7,6,"x9_300","9",35.77816667,-121.4901667,301.196533203125,301.196533203125
"23",2021-07-06,2021,7,6,"x9_50","9",35.77733333,-121.3683333,41.9617156982422,41.9617156982422
"24",2021-07-06,2021,7,6,"x9_500","9",35.7785,-121.5296667,543.586547851562,543.586547851562
"25",2021-07-08,2021,7,8,"x13_1500","13",36.44683333,-122.3525,1509.54919433594,1509.54919433594
"26",2021-07-08,2021,7,8,"x13_500.1","13",36.44616667,-122.1183333,1038.28039550781,1038.28039550781
"27",2021-07-08,2021,7,8,"x13_500.2","13",36.444,-122.2181667,1185.95092773438,1185.95092773438
"28",2021-07-08,2021,7,8,"x13_500.3","13",36.44433333,-122.3181667,1421.70922851562,1421.70922851562
"29",2021-07-09,2021,7,9,"x15_150","15",36.776,-121.8836667,316.102142333984,316.102142333984
"30",2021-07-09,2021,7,9,"x15_1500","15",36.77683333,-122.314,1600.35791015625,1600.35791015625
"31",2021-07-09,2021,7,9,"x15_50","15",36.77916667,-121.8408333,187.983734130859,187.983734130859
"32",2021-07-09,2021,7,9,"x15_500","15",36.77716667,-121.8968333,488.832122802734,488.832122802734
"33",2021-07-09,2021,7,9,"x15_500.2","15",36.777,-122.107,750.822875976562,750.822875976562
"34",2021-07-10,2021,7,10,"x17_150","17",37.111,-122.682,199.658950805664,199.658950805664
"35",2021-07-10,2021,7,10,"x17_300","17",37.112,-122.7093333,248.298950195312,248.298950195312
"36",2021-07-10,2021,7,10,"x17_500","17",37.11133333,-122.7335,455.958953857422,455.958953857422
"37",2021-07-10,2021,7,10,"x17_500.1","17",37.1125,-122.8458333,516.76611328125,516.76611328125
"38",2021-07-11,2021,7,11,"x19_150","19",37.4435,-122.888,183.056945800781,183.056945800781
"39",2021-07-11,2021,7,11,"x19_300","19",37.44416667,-122.9561667,311.901214599609,311.901214599609
"40",2021-07-11,2021,7,11,"x19_500","19",37.44466667,-123.0168333,528.51123046875,528.51123046875
"41",2021-07-12,2021,7,12,"x21_150","21",37.7785,-123.2553333,120.228294372559,120.228294372559
"42",2021-07-12,2021,7,12,"x21_1500","21",37.7845,-123.4196667,1403.02307128906,1403.02307128906
"43",2021-07-12,2021,7,12,"x21_300","21",37.77733333,-123.2796667,665.348266601562,665.348266601562
"44",2021-07-12,2021,7,12,"x21_500","21",37.77766667,-123.2895,665.348266601562,665.348266601562
"45",2021-07-24,2021,7,24,"x23_150","23",38.11266667,-123.3316667,162.519882202148,162.519882202148
"46",2021-07-24,2021,7,24,"x23_1500","23",38.11033333,-123.6026667,1575.98645019531,1575.98645019531
"47",2021-07-24,2021,7,24,"x23_500","23",38.11016667,-123.5238333,476.994384765625,476.994384765625
"48",2021-07-25,2021,7,25,"x25_150","25",38.44633333,-123.4778333,140.646133422852,140.646133422852
"49",2021-07-25,2021,7,25,"x25_1500","25",38.44383333,-123.7823333,1570.43225097656,1570.43225097656
"50",2021-07-25,2021,7,25,"x25_300","25",38.44483333,-123.618,402.7333984375,402.7333984375
"51",2021-07-25,2021,7,25,"x25_50","25",38.447,-123.2115,44.2941932678223,44.2941932678223
"52",2021-07-25,2021,7,25,"x25_500","25",38.44533333,-123.6386667,518.793395996094,518.793395996094
"53",2021-07-25,2021,7,25,"x25_500.1","25",38.44383333,-123.7481667,1342.05224609375,1342.05224609375
"54",2021-07-25,2021,7,25,"x27_50","27",38.78,-123.5871667,36.3935432434082,36.3935432434082
"55",2021-07-26,2021,7,26,"x29_150","29",39.111,-123.934,159.33137512207,159.33137512207
"56",2021-07-26,2021,7,26,"x29_1500","29",39.1115,-124.1896667,1486.41613769531,1486.41613769531
"57",2021-07-26,2021,7,26,"x29_300","29",39.10933333,-123.9658333,350.201385498047,350.201385498047
"58",2021-07-26,2021,7,26,"x29_50","29",39.1105,-123.7495,64.0046539306641,64.0046539306641
"59",2021-07-26,2021,7,26,"x29_500","29",39.11,-124.015,519.43896484375,519.43896484375
"60",2021-07-26,2021,7,26,"x29_500.1","29",39.1125,-124.1205,1104.67895507812,1104.67895507812
"61",2021-07-26,2021,7,26,"x31_1500","31",39.44333333,-124.3091667,1510.79296875,1510.79296875
"62",2021-07-27,2021,7,27,"x33_1500","33",39.77933333,-124.3271667,1535.31384277344,1535.31384277344
"63",2021-07-27,2021,7,27,"x35_150","35",40.11166667,-124.2871667,289.615875244141,289.615875244141
"64",2021-07-27,2021,7,27,"x35_300","35",40.11283333,-124.2915,289.615875244141,289.615875244141
"65",2021-07-27,2021,7,27,"x35_50","35",40.11066667,-124.1991667,97.8990936279297,97.8990936279297
"66",2021-07-27,2021,7,27,"x35_500","35",40.1125,-124.3761667,508.325866699219,508.325866699219
"67",2021-07-28,2021,7,28,"x37_150","37",40.44433333,-124.6003333,266.256713867188,266.256713867188
"68",2021-07-28,2021,7,28,"x37_1500","37",40.4495,-124.7095,1708.67138671875,1708.67138671875
"69",2021-07-28,2021,7,28,"x37_300","37",40.44583333,-124.6166667,473.476715087891,473.476715087891
"70",2021-07-28,2021,7,28,"x37_50","37",40.4445,-124.512,57.4451942443848,57.4451942443848
"71",2021-07-28,2021,7,28,"x37_500","37",40.44683333,-124.6266667,473.476715087891,473.476715087891
"72",2021-07-28,2021,7,28,"x39_1500","39",40.77383333,-124.8181667,1989.57250976562,1989.57250976562
"73",2021-07-29,2021,7,29,"x41_150","41",41.11083333,-124.3326667,166.919128417969,166.919128417969
"74",2021-07-29,2021,7,29,"x41_300","41",41.11283333,-124.3771667,260.359130859375,260.359130859375
"75",2021-07-29,2021,7,29,"x41_50","41",41.112,-124.2201667,52.2800483703613,52.2800483703613
"76",2021-07-29,2021,7,29,"x41_500","41",41.11233333,-124.4188333,516.322387695312,516.322387695312
"77",2021-07-29,2021,7,29,"x41_500.1","41",41.11066667,-124.5286667,864.162353515625,864.162353515625
"78",2021-07-29,2021,7,29,"x41_500.2","41",41.1105,-124.6381667,1005.81353759766,1005.81353759766
"79",2021-07-30,2021,7,30,"x43_150","43",41.44533333,-124.4465,133.466369628906,133.466369628906
"80",2021-07-30,2021,7,30,"x43_300","43",41.44366667,-124.4948333,238.286376953125,238.286376953125
"81",2021-07-30,2021,7,30,"x43_50","43",41.44566667,-124.1763333,51.4854202270508,51.4854202270508
"82",2021-07-30,2021,7,30,"x43_500","43",41.4445,-124.5175,512.426391601562,512.426391601562
"83",2021-07-30,2021,7,30,"x43_500.1","43",41.44433333,-124.6313333,1013.86297607422,1013.86297607422
"84",2021-07-31,2021,7,31,"x45_150","45",41.77816667,-124.439,152.458618164062,152.458618164062
"85",2021-07-31,2021,7,31,"x45_300","45",41.7785,-124.4896667,315.928619384766,315.928619384766
"86",2021-07-31,2021,7,31,"x45_50","45",41.77166667,-124.3483333,64.1527862548828,64.1527862548828
