"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,3.339,3.365,15.1848,32.7097,15.1889,32.7333,4.0564,4.0594,1504.64,1504.63,1505.23,6.0858,6.1749,1.9261,"",74.652,43.064833,-124.873667,"2019-07-23","22:01:21.000000"
2,3.35,3.377,15.1846,32.711,15.1891,32.7332,4.0566,4.0594,1504.64,1504.63,1505.23,6.0858,6.1673,1.9383,"",99.2918,43.064833,-124.873667,"2019-07-23","22:01:21.041667"
3,3.339,3.365,15.1837,32.712,15.1884,32.7341,4.0566,4.0595,1504.64,1504.63,1505.23,6.0946,6.1796,1.9383,"",100.0,43.064833,-124.873667,"2019-07-23","22:01:21.083334"
4,3.371,3.398,15.1828,32.7128,15.1875,32.7344,4.0566,4.0594,1504.64,1504.63,1505.23,6.0892,6.1675,1.9383,"",99.243,43.064833,-124.873667,"2019-07-23","22:01:21.125001"
5,3.386,3.414,15.1828,32.7122,15.1872,32.7342,4.0565,4.0594,1504.64,1504.63,1505.23,6.098,6.1721,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.166668"
6,3.382,3.409,15.1837,32.7115,15.1863,32.7344,4.0565,4.0593,1504.64,1504.63,1505.23,6.0924,6.172,1.9383,"",98.7546,43.064833,-124.873667,"2019-07-23","22:01:21.208335"
7,3.408,3.435,15.1839,32.7119,15.1858,32.7343,4.0566,4.0593,1504.64,1504.63,1505.23,6.1012,6.172,1.9383,"",98.8278,43.064833,-124.873667,"2019-07-23","22:01:21.250002"
8,3.403,3.43,15.1839,32.7115,15.1858,32.7342,4.0565,4.0592,1504.64,1504.63,1505.23,6.0957,6.172,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.291669"
9,3.419,3.446,15.1835,32.7127,15.1856,32.7341,4.0566,4.0592,1504.64,1504.63,1505.23,6.1045,6.1721,1.9383,"",98.9011,43.064833,-124.873667,"2019-07-23","22:01:21.333336"
10,3.44,3.467,15.1832,32.7135,15.1851,32.7347,4.0567,4.0592,1504.64,1504.63,1505.23,6.1078,6.1721,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.375003"
11,3.451,3.478,15.1833,32.713,15.1853,32.7342,4.0567,4.0592,1504.64,1504.63,1505.23,6.1023,6.1721,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.416670"
12,3.44,3.467,15.1832,32.714,15.1851,32.7342,4.0568,4.0592,1504.64,1504.63,1505.23,6.1022,6.1721,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.458337"
13,3.483,3.511,15.1835,32.7139,15.1851,32.7346,4.0568,4.0592,1504.64,1504.64,1505.23,6.1022,6.1644,1.9505,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.500004"
14,3.488,3.516,15.1848,32.7121,15.1853,32.7345,4.0567,4.0592,1504.64,1504.64,1505.23,6.1109,6.169,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.541671"
15,3.472,3.5,15.187,32.7101,15.186,32.7335,4.0567,4.0592,1504.65,1504.64,1505.24,6.114,6.1688,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.583338"
16,3.509,3.537,15.1882,32.7095,15.1862,32.7339,4.0567,4.0592,1504.65,1504.65,1505.24,6.1171,6.1611,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.625005"
17,3.541,3.569,15.1883,32.7098,15.1863,32.7342,4.0568,4.0593,1504.65,1504.65,1505.24,6.1028,6.1657,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.666672"
18,3.509,3.537,15.1892,32.7109,15.1865,32.7341,4.057,4.0593,1504.66,1504.65,1505.25,6.1169,6.1655,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.708339"
19,3.552,3.58,15.1897,32.7107,15.1867,32.7342,4.057,4.0593,1504.66,1504.65,1505.25,6.1202,6.1579,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.750006"
20,3.541,3.569,15.1893,32.7116,15.187,32.7342,4.0571,4.0594,1504.66,1504.65,1505.25,6.1147,6.1549,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.791673"
21,3.552,3.58,15.1882,32.7134,15.1875,32.7338,4.0572,4.0594,1504.66,1504.65,1505.25,6.1235,6.1596,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.833340"
22,3.541,3.569,15.1876,32.7135,15.1882,32.7337,4.0571,4.0594,1504.66,1504.65,1505.25,6.1268,6.1596,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.875007"
23,3.541,3.569,15.1871,32.7154,15.1886,32.7339,4.0573,4.0595,1504.66,1504.65,1505.25,6.1301,6.1596,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.916674"
24,3.584,3.613,15.1868,32.7155,15.1884,32.7342,4.0573,4.0595,1504.66,1504.65,1505.25,6.1247,6.1597,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:21.958341"
25,3.578,3.606,15.1875,32.715,15.1881,32.7349,4.0573,4.0595,1504.66,1504.65,1505.25,6.1334,6.152,1.9383,"",98.8767,43.064833,-124.873667,"2019-07-23","22:01:22.000008"
26,3.552,3.58,15.1876,32.7151,15.1872,32.7353,4.0573,4.0595,1504.66,1504.65,1505.25,6.1278,6.149,1.9505,"",98.9011,43.064833,-124.873667,"2019-07-23","22:01:22.041675"
27,3.589,3.617,15.188,32.7142,15.1867,32.7348,4.0572,4.0594,1504.66,1504.65,1505.25,6.1366,6.1612,1.9627,"",51.6972,43.064833,-124.873667,"2019-07-23","22:01:22.083342"
28,3.584,3.613,15.1875,32.7146,15.1863,32.7354,4.0572,4.0594,1504.66,1504.65,1505.25,6.1311,6.149,1.9627,"",16.9719,43.064833,-124.873667,"2019-07-23","22:01:22.125009"
29,3.578,3.606,15.1873,32.7146,15.1862,32.7356,4.0572,4.0594,1504.66,1504.65,1505.25,6.1399,6.1536,1.9627,"",11.7705,43.064833,-124.873667,"2019-07-23","22:01:22.166676"
30,3.573,3.602,15.1873,32.715,15.186,32.735,4.0573,4.0594,1504.66,1504.65,1505.25,6.1432,6.1536,1.9627,"",14.2613,43.064833,-124.873667,"2019-07-23","22:01:22.208343"
31,3.578,3.606,15.187,32.7159,15.1856,32.7347,4.0573,4.0593,1504.66,1504.65,1505.25,6.1376,6.146,1.9627,"",15.6777,43.064833,-124.873667,"2019-07-23","22:01:22.250010"
32,3.477,3.504,15.187,32.7166,15.186,32.7345,4.0574,4.0593,1504.66,1504.65,1505.25,6.1463,6.1505,1.9627,"",15.7998,43.064833,-124.873667,"2019-07-23","22:01:22.291677"
33,3.653,3.682,15.187,32.717,15.1868,32.734,4.0574,4.0593,1504.66,1504.65,1505.25,6.1409,6.1431,1.9627,"",15.6777,43.064833,-124.873667,"2019-07-23","22:01:22.333344"
34,3.541,3.569,15.187,32.7172,15.187,32.734,4.0575,4.0593,1504.66,1504.65,1505.25,6.1496,6.1552,1.9627,"",15.6288,43.064833,-124.873667,"2019-07-23","22:01:22.375011"
35,3.584,3.613,15.1871,32.7174,15.1872,32.7344,4.0575,4.0594,1504.66,1504.65,1505.25,6.1529,6.143,1.9627,"",15.6288,43.064833,-124.873667,"2019-07-23","22:01:22.416678"
