"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,4.499,4.532,13.4797,33.7124,13.5196,33.7109,4.0062,4.0098,1500.32,1500.31,1500.94,5.8647,5.8431,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.000000"
2,4.536,4.569,13.4936,33.7096,13.5307,33.7105,4.0072,4.0108,1500.37,1500.35,1500.98,5.8631,5.8415,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.041667"
3,4.499,4.532,13.494,33.7058,13.5361,33.7132,4.0068,4.0116,1500.36,1500.35,1500.98,5.8632,5.8416,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.083334"
4,4.536,4.569,13.4848,33.7013,13.5429,33.7126,4.0055,4.0122,1500.33,1500.31,1500.94,5.8835,5.8429,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.125001"
5,4.568,4.601,13.4761,33.6983,13.5486,33.7133,4.0043,4.0128,1500.3,1500.28,1500.91,5.8629,5.8523,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.166668"
6,4.536,4.569,13.4683,33.7012,13.5577,33.7125,4.0039,4.0135,1500.27,1500.26,1500.89,5.8794,5.848,2.6953,"",98.8767,34.730667,-120.849333,"2019-06-18","01:08:44.208335"
7,4.531,4.564,13.4611,33.7004,13.5602,33.7135,4.0032,4.0139,1500.25,1500.24,1500.86,5.8837,5.849,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.250002"
8,4.536,4.569,13.4556,33.6968,13.56,33.7123,4.0023,4.0137,1500.23,1500.21,1500.84,5.8689,5.8498,2.6953,"",98.8767,34.730667,-120.849333,"2019-06-18","01:08:44.291669"
9,4.568,4.601,13.4561,33.6984,13.557,33.7084,4.0025,4.013,1500.23,1500.22,1500.85,5.875,5.8579,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.333336"
10,4.536,4.569,13.4521,33.7047,13.5267,33.7132,4.0028,4.0107,1500.22,1500.21,1500.84,5.8847,5.853,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.375003"
11,4.568,4.601,13.447,33.7079,13.5103,33.7145,4.0026,4.0093,1500.21,1500.2,1500.83,5.8886,5.8535,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.416670"
12,4.568,4.601,13.4463,33.7087,13.5168,33.7132,4.0026,4.0098,1500.21,1500.2,1500.83,5.8825,5.8536,2.6953,"",98.9011,34.730667,-120.849333,"2019-06-18","01:08:44.458337"
